id,law_id,title,description,geography_iso,sector,legislation_type,visibility_status,frameworks,document_types,keywords,natural_hazards
1411,1411,Law Concerning the Promotion of Contracts Considering Reduction of Emissions of Greenhouse Gases and Others by the State and Other Entities (Environment Consideration Contract Law) (Law No. 56 of 2007),"This law aims to enable public authorities, such as the State and local governments, when making a contract, to maintain a fixed level of competition, while evaluating bids in terms of environmental performance as well as cost, and to make contracts with suppliers of products and or services that offer the best environmental performance. The law requires government and independent administrative agencies to:<br />
â€¢ Make practical use of energy<br />
â€¢ Promote green contracts with regards to procurement of electricity, automobiles, ships, ESCOs, buildings and industrial waste management.<br />
â€¢ Develop a policy on the promotion of green contracts and implement them by heads of ministries or agencies<br />
â€¢ To compile and publish a summary of concluded green contracts, and inform the Minister for the Environment",JPN,"Residential and Commercial,Energy,Industry,Waste",Legislative,published,,Law,"Energy Demand, Institutions / Administrative arrangements",""
1410,1410,Low Carbon City Promotion Act (Eco-city Law) (Law No. 84 of 2014),"The Law is designed to establish a recognition system for low carbon buildings that contribute to the reduction of CO2 in cities, and to give preferential treatment to the buildings of high-performance evaluation through incentives such as tax reduction. Local government is required to make a Low Carbon City Development Plan, and the government gives financial support to the local government which aims for a compact, energy-efficient city.<br />
<br />
Low Carbon City Development Plan requires the following:<br />
â€¢ Targets of low carbon city development<br />
â€¢ Summary of following components necessary to achieve the above targets:<br />
o City function<br />
o Promotion of the use of public transportation<br />
o Rationalisation and collaboration in transportation of goods<br />
o Conservation of green space and its promotion<br />
o Use of sewage-derived heat, solar and other non-fuel energy or on the utilisation of fuel-based facilities committed to efficient use of fossil fuel<br />
o Promotion of energy efficiency of buildings and other carbon-reducing measures<br />
o Promotion of low carbon emitting cars and others related to reduction of carbon emission<br />
â€¢ Evaluation on the achievement state of low carbon city development targets<br />
<br />
Certification criteria for low carbon buildings are defined in relation to the standards set by the Energy Conservation Law and ministerial measures implemented by the Ministry of the Environment, Ministry of Economy, Trade and Industry and Ministry of Land, Infrastructure and Tourism, These include the following:<br />
â€¢ Solar PV panels on the roof<br />
â€¢ Thickness of ceiling insulation above 180mm<br />
â€¢ Thickness of wall insulation above 100mm<br />
â€¢ Thickness of flooring insulation above 100mm<br />
â€¢ Window blinds to block the sun on windows located on the East and West<br />
â€¢ Peaked roof on South side<br />
â€¢ Multiple-layered glass on windows, preferably heat insulating",JPN,"Residential and Commercial,Energy,Transportation",Legislative,published,,Law,"Energy Demand, Institutions / Administrative arrangements",""
1409,1409,Act on Purchase of Renewable Energy Sourced Electricity by Electric Utilities (Law No. 108 of 2011),"This Act obliges electric utilities to purchase electricity generated from renewable energy sources (solar PV, wind power, hydraulic power, geothermal and biomass) based on a fixed-period contract with a fixed price. Costs incurred by the utility in purchasing renewable energy sourced electricity shall be transferred to all electricity customers, who pay the 'surcharge for renewable energy' in general proportional to electricity usage. Utility companies users that had been severely affected by the 2011 tsunami and earthquakes are exempted.<br />
<br />
A committee to calculate purchasing price is established under this law, which consists of 5 members with expertise in electricity business and economy, appointed by the Minister of Economy, Trade and Industry upon approval of both chambers of the Parliament.",JPN,"Economy-wide,Energy,Transportation",Legislative,published,,Law,Energy Supply,""
1408,1408,Act Partially Amending the Law on Special Tax Measures (Tax Reform Act 2012) (Law No. 16 of 2012),"Part of the tax reform implemented by this amendment Act is the introduction of a carbon tax for climate change mitigation purpose, beginning in October 2012. The tax builds onto the pre-existing tax regime on crude oil, gaseous hydrocarbon and coal imports (JPY2,040, JPY1,080 and JPY700 (USD17.33, USD9.17 and USD5.95 respectively). The amount of tax that companies have to pay on a kilolitre of oil was introduced at a rate of JPY250 (USD2.12) during the fiscal year to March 2013. The tax will be increased to JPY260 (USD2.21) from April 2016. All the tax revenue will be allocated to curb energy-oriented CO2 emission, including introduction of renewable energy and enhancement of energy-saving measures.",JPN,"Energy,Transportation",Legislative,published,,Law,Carbon Pricing,""
1407,1407,The Natural Resources Conservation Authority (Air Quality) Regulations,"Regulates the emissions of particulates and substances deleterious to human health. This includes the licensing of premises and plants which produce such polluting substance; fees for discharge; and inspection.<br />
<br />
The Natural Resources Conservation Authority Act enabled the implementation of the Air Quality Regulations and these regulations legislate for the licensing, monitoring, and collection of fees for emissions. These emissions specifically include the term GHGs, and name these. The regulations seem to refer only to industrial sources, specifying facilities and stack emissions. The implication of these regulations is that industrial emissions will be licensed, monitored and have fees levied against them.<br />
<br />
Every owner of a major facility must apply for an air pollutant discharge licence and licensees must submit emissions reports for each calendar year. This report should contain estimates of the emissions for the year, based on the following details:<br />
â€¢ Continuous emission monitoring data<br />
â€¢ Calculation of SO2 emissions based on fuel use and sulphur content data (combustion processes in which exhaust gases do not come in contact with products)<br />
â€¢ Most recent and representative stack monitoring measurements conducted in the previous five years and activity data for the year for which emissions are estimated<br />
â€¢ AP42 emission factor or equivalent methods and activity data for the year<br />
â€¢ AP42 emission factor or equivalent methods and plant capacity data<br />
â€¢ Mass balance (including fuel use data) based on the two previous years or the most recent representative year<br />
â€¢ Other approved methods supported by calculation and documentation<br />
<br />
Further, the Regulations impose Discharge Fees on Licensees. Crucially, these fees are waived for emissions derived from the burning of renewable fuels, such as landfill gas and agricultural waste.<br />
<br />
Where the regulations are not adhered to, sanctions may be applied to the licence holder. The management Authority (individual or body authorised under the regulations) may then:<br />
â€¢ Issue a control order<br />
â€¢ Impose administrative penalties<br />
â€¢ Suspend or revoke any licence<br />
â€¢ Refuse an application for renewal of any licence<br />
â€¢ Apply to the Supreme Court for an injunction to prohibit the operation of the facility or any source at the facility<br />
<br />
The regulations also mandate the development of a National Emissions Inventory to track air quality, which should be made available to the public and reported to the House of Representatives at least once every three years.",JAM,"Agriculture,Health,Industry,Transportation,Waste",Executive,published,,Law,"Energy Supply, Institutions / Administrative arrangements",""
1302,1302,National Strategy on Forests and Climate Change 2017-2025,"The National Strategy on Forests and Climate Change aims to link ChileÂ´s forestry initiatives with existing carbon market, specifically through the generation and commercialization of emission reduction certificates (carbon credits), operationalized through the 'Platform for Generation and Trading of Carbon Credits in the Chilean Forestry Sector', created by CONAF in June 2012. The platform seeks to reduce the different technical, financial, administrative and institutional barriers to the generation of forestry carbon credits. The Strategy also aims at attracting foreign investment and financial support for the reforestation and forest protection activities through for example the REDD+ mechanism, it also calls for introducing a payment for environmental services (in particular carbon sequestration) of forests. The proposed measures and requirements are expected to be adopted as binding by the proposed Forestry Development Act, currently discussed in the National Congress.",CHL,"Residential and Commercial,LULUCF,Transportation",Executive,published,,Strategy,"Carbon Pricing, Institutions / Administrative arrangements, REDD+ and LULUCF",""
1405,1405,Ministry of Energy and Mining long-term National Energy Policy 2009-2030,"Developed in parallel with the Vision 2030 Jamaica document, the overarching goal of the National Energy Policy is to develop: 'a modern, efficient, diversified and environmentally sustainable energy sector providing affordable and accessible energy supplies with long-term energy security and supported by informed public behaviour on energy issues and an appropriate policy, regulatory and institutional framework'.<br />
<br />
The Strategic Framework underpinning the policy addresses both the supply and demand energy issues Jamaica faces. It prioritises seven key areas:<br />
â€¢ Security of energy supply through diversification of fuels as well as development of renewable energy sources<br />
â€¢ Modernising the country's energy infrastructure<br />
â€¢ Development of renewable energy sources<br />
â€¢ Conservation and efficiency in energy use<br />
â€¢ Development of a comprehensive governance/regulatory framework for the energy sector<br />
â€¢ Enabling government ministries and agencies to be models/best practice for the rest of society in terms of energy management<br />
â€¢ Eco-efficiency in industries<br />
<br />
Finding environmentally sustainable energy solutions is central to the document. It seeks to facilitate cultural, institutional and technological change in a way that supports 'aggressive' advances in energy efficiency and conservation, minimises greenhouse emissions and ultiÂ¬mately provides green growth. These energy efficiency and conservation goals are seen as 'no regrets' mitigation actions that can have positive impacts on society and the economy, principally by reducing costs and dependency on fossil fuel imports.<br />
<br />
Among stated goals of the policy is that Jamaica realises its energy resource potential through the development of renewable energy sources and enhances its international competitiveness and energy security while reducing its carbon footprint.<br />
<br />
Five sub-policies exist to support the National Energy Policy, namely:<br />
â€¢ A Carbon Emissions Trading Policy developed to address Jamaica's participation in the Clean Development Mechanism<br />
â€¢ National Renewable Energy Policy 2010-2030<br />
â€¢ National Energy from Waste Policy 2010-2030<br />
â€¢ Energy Conservation and Efficiency Policy<br />
â€¢ Biofuels Policy<br />
<br />
Overall the policy propose to reduce the percentage of petroleum in the country's energy supply mix from the current 95% (does not state to what level) and increase the percentage of renewables in the energy mix with proposed targets of 11% by 2012, 12.5% by 2015 and 20% by 2030.<br />
<br />
The Policy document itself contains a section 'Proposed Energy Sector Indicators and Targets' on electricity supply, efficiency targets etc. However, the section does not provide the actual indicators and targets.",JAM,"Economy-wide,Energy,Transportation",Executive,published,,Policy,"Energy Demand, Energy Supply",""
8278,8278,National Energy Efficiency Action Plan,"This fourth National Energy Efficiency Action Plan for the Netherlands has been drawn up pursuant to the Energy Efficiency Directive (2012/27 /EU). It contains a description of measures to promote energy efficiency in the Netherlands, a calculation of the expected savings and other reporting obligations. The Plan was established under the responsibility of the Minister of Economic Affairs and the Minister of the Interior and Kingdom Relations.",NLD,Energy,Executive,published,,Plan,"Energy Demand, Energy Supply, Institutions / Administrative arrangements, Transportation",""
1628,1628,Decree of the Ministry of Environment No. 231/2013 Coll. on the National Emissions Inventory System and on technical-operational parameters,"The National Emissions Inventory System (NEIS) was established in 2007 and updated in 2010 and 2013, with the latest update specifying the documents that have to be publicly accessible on the website of the NEIS. The NEIS was established in compliance with UNFCCC rules, which give the definitions of all qualitative parameters for the national inventory systems, the description of quality assurance and quality control plans. The Ministry of Environment supervises the development and maintenance of the national emission inventory on annual basis. The Slovak Hydrometeorological Institute (SHMU) is responsible for co-ordination and compilation of national inventories for all pollutants, including the GHGs.",SVK,"",Executive,published,,Decree/order/ordinance,Institutions / Administrative arrangements,""
1401,1401,Fund for GHG emissions reduction and energy efficiency (Finance Law 2001),"The financial law, approved at the end of the year 2000, establishes a fund for the reduction of atmospheric emissions and the promotion of energy efficiency and sustainable energy sources. The fund is financed from a portion equal to 3% of the receipts accruing from Italy's carbon tax.<br />
<br />
The fund will finance up to 80% of the cost of programmes for installation of solar collectors (mostly PV), particularly in southern Italy. The fund will also finance reforestation programmes to increase absorption of CO2.",ITA,"Energy,LULUCF,Transportation",Legislative,published,,Law,"Energy Demand, Energy Supply, Institutions / Administrative arrangements, REDD+ and LULUCF",""
1400,1400,Inter-Ministerial Technical Committee for GHG emissions (CIPE resolution 123/2002),"The resolution established an Inter-Ministerial Technical Committee for GHG emissions (CTE). The CTE is chaired by the Ministry of the Environment, Land and Sea and is constituted at the level of general directors and integrated with representatives of the Prime Minister's office, along with representatives of the Ministries of Economy and Finance, Economic Development, Agricultural, Food and Forestry Policies, Infrastructures, Transport, University and Research, Foreign Affairs and of Regions. The main task of the CTE is to monitor GHG emissions, evaluate the implementation of policies and measures identified in the national strategy of GHG emissions and assist the Ministry of the Environment, Land and Sea in elaborating the national plan for the reduction of GHG emissions.",ITA,"",Executive,published,,Resolution,Institutions / Administrative arrangements,""
1398,1398,Introduction of the Green Certificates System,"This legislation completes the introduction of a cap-and-trade mechanism to promote renewable energy sources. It introduces the green certificates that producers and importers can buy.<br />
<br />
Energy - demand-side policies: the 1999 Electricity Liberalisation Act and Decrees from the Ministries of Trade and Industry and of Environment (Legislative decree 79/99 of 16 March 1999 entitled; Ministry of Productive Activities decree 18.03.02; Followed by Ministry of Productive Activities decree 14.03.04, implementing the rules for the green certificates) introduced a cap-and-trade mechanism to promote renewable energy sources. It required Italian energy producers and importers (producing or importing more than 100 GWh/year from conventional sources) to ensure that a certain quota of electricity fed into the grid comes from renewable energy sources, aiming at a general reduction of CO2 emissions of about 4Mt - 6Mt by 2006.<br />
<br />
A 2% quota obligation was set, strengthened in 2003 and again in 2008. Producers and importers can comply with the obligation by means of green certificates. They can buy those certificates through bilateral contracts or by participating in the green certificates platform (managed by GME, the energy markets operator).<br />
<br />
Suppliers can fulfil the obligation by buying green certificates from eligible new renewable energy plants, by building new renewable energy plants or by importing electricity from new renewable energy plants from countries with similar instruments on the basis of reciprocity. Renewable energy producers in operation before 31 December 2007 can obtain green certificates for 12 years. Subsequent regulatory interventions have increased the incentive period to 15 years.",ITA,"Residential and Commercial,Energy",Executive,published,,Policy,"Carbon Pricing, Energy Supply, Institutions / Administrative arrangements",""
1397,1397,Reorganisation of Energy Sector Regulation (Law no. 239),"In 2004, the Italian government devolved power to Italian regions to promote energy efficiency and renewable energy sources while maintaining the national scale of such promotion.<br />
<br />
Energy - demand-side policies: several measures served to reorganise the energy markets and encourage competition, including the expansion of green certificate trading from renewable and CHP projects to include hydrogen. The law also reduces the size of green certificates from the initial value of 100 MWh to 50 MWh.",ITA,Energy,Legislative,published,,Law,"Energy Demand, Institutions / Administrative arrangements",""
1395,1395,White Certificate Trading for End-Use Energy Efficiency,"Two Decrees voted in 2004 require electricity and gas suppliers to help their customers save energy and engendered the 2005 White Certificates trading scheme.<br />
<br />
The two decrees repealed two previous decrees of 2001 about the identifiÂ¬cation of quantitative national targets for energy savings and development of renewable sources.<br />
<br />
Energy - demand-side policies: In compliance with specific energy conservation targets, all Italian electricity and gas distributors with at least 100,000 end customers at the close of 2001 can - as of May 2006 - trade white certificates of certified energy savings.<br />
<br />
The white certificates represent marketable documents issued by the Energy Market Administrator testifying the energy saved by the energy distribution companies - as well as by their controlled partnerships - and by the Energy Service Companies (ESCO). The white certificates can be exchanged by means of bilateral contracts, or in the frame of a specific market ruled by GME.<br />
<br />
Energy service providers, subsidiaries of electricity and gas distributors and distributors themselves will all sell energy efficiency certificates (white certificates) each representing primary energy savings of one tonne of oil equivalent (toe).<br />
<br />
Distribution companies must meet specified energy savings targets, either by implementing energy conservation projects that benefit their customers, which will earn them white certificates, or through the purchase of white certificates produced by energy conservation projects undertaken by others.",ITA,Energy,Executive,published,,Policy,"Carbon Pricing, Energy Demand, Energy Supply, Institutions / Administrative arrangements",""
1627,1627,"Introduction of smart meters and distribution networks, Decree of the Ministry of agriculture No. 358/2013 Coll.","The decree supports the introduction of smart distribution networks by establishing framework for smart meters installation, thus allowing for optimisation of use and efficient management of energy.",SVK,"Agriculture,Energy",Executive,published,,Decree/order/ordinance,"Energy Demand, Energy Supply",""
1616,1616,Ministerial Decree 1220 establishing the National Climate Change Committee (amended by the Decree 2011-1689),"The Decree formalises the creation of the National Climate Change Committee (NCCC) with jurisdiction over all domains related to the activities related to the UNFCCC and its legal instruments, such as: a) technological transfer; b) energy efficiency; c) promotion of renewable energy; d) carbon emissions reduction; e) capacity building for biodiversity preservation; f) management of marine resources; g) pollution management.<br />
<br />
The NCCC plays key role in raising awareness and disseminating information on climate change issues, as well as assisting the development of national and local projects within this area.<br />
<br />
Constituted of several bodies of the executive power, non-governmental organisations, universities and research institutes, and civil society organisations, the NCCC is directed by a president and a vice-president nominated by the Ministry of Environment. Meetings are convened upon request of the presidency and decisions are adopted by consensus.",SEN,"Residential and Commercial,Energy,Transportation,Environment",Executive,published,,Decree/order/ordinance,"Energy Supply, Transportation",""
1393,1393,Finance Laws with particular climate measures,"Energy efficient buildings and biofuel blend incentives (2010 Finance Law):<br />
<ul><br />
<li>The Finance law 2010 provides incentives for energy efficient buildings and the use of biofuel. Fossil fuels are subject to specific excise duties on the basis of weight or volume units. Biofuels are incentivised through a reduction of this excise duty. In particular, the Budget Law 2010 defines a maximum of 18,000 tonnes of biofuels that can benefit from this reduction. Italian legislation also stipulates that fossil fuel producers should annually supply a minimum quota of biofuels based on the total amount of fuel supplied during the previous year.</li><br />
</ul><br />
Revisions concerning green certificates (Finance law 2008 - Law No. 244 24/12/2007 and Law No. 222 29/11/2007):<br />
<ul><br />
<li>Putting a price on carbon: the revisions concerning green certificates are twofold. First, the incentive period is raised to 15 years. Second, the number of certificates issued varies depending on the type of renewable source, according to a coefficient of multiplicative energy produced.</li><br />
<li>Energy - demand-side policies: the 2008 Budget Law includes new measures relating to the production of electricity from renewable energy sources, in particular for small renewable plants.</li><br />
</ul><br />
Biofuel blend minimum; energy efficiency for appliances and Revolving fund for Kyoto (Finance Law 2007):<br />
<ul><br />
<li>This law provides for various fiscal incentives and financial measures to improve energy efficiency and to abate emissions.</li><br />
<li>It also established an obligation for all traditional fuel producers to supply, each year, a minimum quota of biofuels determined as a percentage of the previous year's total supply volume. The initial quota was 1% for 2007; subsequently it was increased to 2% for 2008 and 3% for 2009. Non-compliance with the quota is subject to penalties. The Ministry of Agriculture and Forestry is responsible for verifying the fulfilment of this obligation.</li><br />
<li>The Law introduced tax allowances for purchase or installation of high-efficiency electric motors and for high-efficiency fridges and freezers. It also promotes the reduction of duty for biofuels used for transportation and fiscal incentives for enhancing energy efficiency and use of renewable energy in buildings.</li><br />
<li>The Law also established the Revolving fund for Kyoto: it provides EUR 200 million (USD 272 million) for financing measures to promote GHG emission reductions for 2010-2012 and to achieve the targets. It finances, for instance, a high-performance micro-cogeneration plant.</li><br />
</ul><br />
Fund for GHG emissions reduction and energy efficiency (Finance Law 2001 Art. 10):<br />
<ul><br />
<li>The financial law, approved at the end of the year 2000, establishes a fund for the reduction of atmospheric emissions and the promotion of energy efficiency and sustainable energy sources. The fund is financed from a portion equal to 3% of the receipts accruing from Italy's carbon tax.</li><br />
<li>The fund will finance up to 80% of the cost of programmes for installation of solar collectors (mostly PV), particularly in southern Italy. The fund will also finance reforestation programmes to increase absorption of CO2.</li><br />
</ul>http://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:legge:2017-12-27;205",ITA,"Residential and Commercial,Energy,LULUCF,Transportation",Legislative,published,,Law,"Carbon Pricing, Energy Demand, Energy Supply, Institutions / Administrative arrangements, REDD+ and LULUCF, Transportation",""
1391,1391,Finance Law 2008 (Law No. 244 24/12/2007 and Law No. 222 29/11/2007); M.D. 18.12.08; Law 99/09),"This Law confirmed the 2007 Budget Law measures, and extended the deadline of borne expenditures from December 2007 to 2010.<br />
<br />
Putting a price on carbon: the revisions concerning green certificates are twofold. First, the incentive period is raised to 15 years. Second, the number of certificates issued varies depending on the type of renewable source, according to a coefficient of multiplicative energy produced.<br />
<br />
Energy - demand-side policies: the 2008 Budget Law includes new measures relating to the production of electricity from renewable energy sources. In particular, it allows small renewable plants (<1 MW and < 200 kW for wind plants) commissioned after 1 January 2008 to choose between green certificates and a feed-in tariff mechanism (called 'all inclusive tariff') for an incentive period of 15 years. Both green certificates and all-inclusive tariffs are differentiated by renewable energy source.",ITA,"Energy,Transportation",Legislative,published,,Law,"Carbon Pricing, Energy Supply",""
1253,1253,Integrated Climate and Energy Programme (IEKP),"This programme has as its guiding principles security of supply, economic efficiency and environmental protection. The integrated climate and energy programme aims to cut GHG emissions by 40% by 2020 compared with 1990 levels.<br />
<br />
Through 29 measures, the programme addresses issues including CHP generation, the expansion of renewable energy in the power sector, carbon capture and sequestration technologies, 'smart' metering, clean power station technologies, the introduction of modern energy management systems, support programmes for climate protection and energy efficiency (apart from buildings), energy efficient products, provisions on the feed-in of biogas to natural gas grids, an energy savings ordinance, a modernisation programme to reduce CO2 emissions from buildings, energy efficient modernisation of social infrastructure, the Renewable Energies Heat Act, a programme for the energy efficient modernisation of federal buildings, a CO2 strategy for passenger cars, the expansion of the biofuels market, reform of vehicle tax on the basis of CO2, energy labelling of passenger cars, reinforcement of the influence of the HGV toll, aviation, shipping, the reduction of emissions of fluorinated GHGs, procurement of energy efficient products and services, energy research and innovation, electric mobility, international projects on climate protection and energy efficiency, reporting on energy and climate policy by German embassies and consulates, and a transatlantic climate and technology initiative.<br />
<br />
It includes the following targets:<br />
â€¢ Energy supply: to double electricity generation from CHP to 25%; approval of 850km underground grid to transport offshore wind energy to the south<br />
â€¢ Energy demand: Energy-related requirements for new homes and fully renovated old homes to target a 30% reduction in energy use; also rules on replacement of central heating boilers and new standards for windows and the insulation of building facades. Incentives for 'smart' meters; reform of the Energy Saving Ordinance<br />
â€¢ Transportation: Increase in road tolls for trucks; reform of vehicle tax to a pollutant and CO2 emissions basis; amendment to the Passenger Car Energy Consumption Labelling Scheme",DEU,"Residential and Commercial,Energy,Transportation",Executive,published,,Programme,"Energy Demand, Energy Supply, Research and development, Transportation",""
1390,1390,Law concerning anti-crisis measures: energy provisions (Law no. 102),"The Law is designed to accelerate the deployment of more advanced, efficient and energy-saving technologies. While the law does not specify energy performance thresholds for the equipment, the measure aims to encourage the replacement of existing equipment with newer, more efficient technology.<br />
<br />
The law also provides that depreciation rates for capital goods should vary according to energy use, in order to take account of the evolving impact on production processes of more efficient equipment.",ITA,Energy,Legislative,published,,Law,Energy Demand,""
1611,1611,Decree 1577 Regulating the Interministerial Committee on Renewable Energy,"Decree 1577 creates and regulates the functioning of the Inter-ministerial Committee on Renewable Energy, bringing together the Ministry of Energy and the Ministry of Renewable Energies. Operating under the supervision of the two ministries, the Committee aims to ensure co-ordination of actions and programmes on renewables, improving efficiency in the sector.<br />
<br />
Meeting monthly, the Committee is formed of four representatives from each of the two Ministries, although members of the staff of other governmental bodies may take part in the meeting when the issues discussed relate to their agendas.",SEN,Energy,Executive,published,,Decree/order/ordinance,Institutions / Administrative arrangements,""
1614,1614,"Decree No. 2008-38 on the powers of the Minister of Biofuels, Renewable Energies, and Scientific Research","The Decree defines the powers of the Minister of Biofuels, Renewable Energies and Scientific Research related to preparation and implementation of policy on exploration and exploitation of alternative energy sources and promotion of scientific research.<br />
In particular, the Minister is responsible drawing up development plans and programs to support clean energy sources and to significantly reduce the use of fossil fuels; ensures the adequacy of specific up-to-date technology choices for solar, hydro and wind energy sources and to this end promotes the basic and applied research in conjunction with national development policies.",SEN,Energy,Executive,published,,Decree/order/ordinance,"Institutions / Administrative arrangements, Research and development",""
1387,1387,2010 and 2019 Finance Laws on Energy efficient buildings and biofuel standards and on incentives for biogas,"The Finance law 2010 provides incentives for energy efficient buildings and the use of biofuel. Fossil fuels are subject to specific excise duties on the basis of weight or volume units. Biofuels are incentivised through a reduction of this excise duty. In particular, the Budget Law 2010 defines a maximum of 18,000 tonnes of biofuels that can benefit from this reduction. Italian legislation also stipulates that fossil fuel producers should annually supply a minimum quota of biofuels based on the total amount of fuel supplied during the previous year.

Article 1 of <a href=""https://www.gazzettaufficiale.it/eli/id/2018/12/31/18G00172/sg"">Law No. 145/2018</a> continued tax rebates on energy-efficient buildings renovations until the end of 2019, and strengthened the financial support for biogas plants generating electricity under 300 kW.",ITA,"Residential and Commercial,Energy",Legislative,published,,Law,"Carbon Pricing, Energy Demand, Energy Supply",""
1610,1610,"Decree No. 2013-684 on the establishment, organization and functioning of the National Agency for Renewable Energies","The Decree establishes the National Agency for Renewable Energies (ANER), under the technical supervision by the Minister for Energy. ANER's mission is to promote the use of renewable energy, including bioenergy. As defined in the text of the Decree, the Agency should in particular participate in the definition and formulation of energy policy, contribute to the development of an attractive legal and regulatory framework for the development of renewable energy, popularise the use of equipment for the production of electricity from renewable sources, conduct prospective and strategic studies for the development of renewable energy, contribute to the improvement of research and development and encourage technological inventions for renewable energy, and develop and implement information, awareness, communication, demonstrating education and training of technical interest, economic, social and environmental development of renewable energy.",SEN,Energy,Executive,published,,Decree/order/ordinance,"Energy Supply, Institutions / Administrative arrangements, Research and development",""
1609,1609,Ministerial Decree No. 9317 establishing the organization and functioning of the National Greenhouse Gas Reduction Programme through energy efficiency in the building sector and related regulation,"Decree No. 9317 establishes the National Greenhouse Gas Reduction Programme through energy efficiency in the building sector. The overall objective of the programme is to develop energy-efficient practices in the residential and commercial buildings construction sector.<br />
The programme aims in particular at:<br />
- increasing the number of energy efficient building construction projects using innovative building materials and practices;<br />
- developing standards for energy efficient construction;<br />
- increasing the number of construction professionals integrating the energy efficient building standards in their project design and construction process.<br />
<br />
The â€˜Ministerial Decree No. 9318 on the establishment, composition and functioning of the National Programme Steering Committee for Greenhouse Gas reduction through energy efficiency in the building sector' (17/06/2013) then creates the inter-ministerial National Programme Steering Committee for Greenhouse Gas reduction through energy efficiency in the building sector and of the Project \Production of thermal insulating materials based on typha' (cattail - type of plant with good insulation properties and high yields).",SEN,"Residential and Commercial,Energy",Executive,published,,Decree/order/ordinance,"Energy Demand, Institutions / Administrative arrangements, Research and development",""
1384,1384,"Law no. 116, ratifying with amendments the Law Decree no. 91 of 24 June 2014 on 'Urgent provisions for the agricultural sector, environment, company development and, inter alia, reduction of energy bills'","The Law ratifies with amendments the Law Decree on 'Urgent provisions for the agricultural sector, environment, company development and reduction of energy bills' and lays down new provisions on feed-in-tariffs for photovoltaic and other renewables sources plants.<br />
<br />
It regulates the restructuration of feed-in tariffs for photovoltaic plants (capacity > 200 kW). Starting from 1st January 2015, the feed-in-tariffs are to be paid based on one of the following three options, to be selected by the owner of the plant:<br />
a) Current feed-in-tariffs will be reduced depending on the actual remaining period of life of the plant (from 25% for 12 years remaining to 17% for more than 19 years remaining) and distributed over a period of 24 years starting from the grid connection date instead of 20 years<br />
b) The fixed reduction of feed-in-tariffs, when the owner of the plant can opt for a reduction of the current feed-in-tariffs by a fixed percentage over the 20-year period (same as before). The Law now provides for the following different percentages, depending on the nominal capacity of the plant:<br />
â€¢ 6% for plants with nominal capacity with nominal capacity of 200 - 500kW;<br />
â€¢ 7% for plants with nominal capacity with nominal capacity of 500 -900kW;<br />
â€¢ 8% for plants with nominal capacity above 900 kW.<br />
c) The variable restructuration of feed-in-tariffs, which provides for current feed-in-tariffs to be reduced initially by a certain percentage and increased, by the same amount, at a later stage. The aim of introducing such option is to ensure annual savings of EUR600m (USD753m) over 2015-2019.<br />
<br />
In addition, the Law provides that owners can sell up to 80% of their expected future feed-in-tariffs to a third investor (selected among European leading financial operators through competitive tenders).",ITA,"Agriculture,Energy",Legislative,published,,Law,"Energy Supply, Institutions / Administrative arrangements",""
1383,1383,Law Decree no. 145/20131 (the 'Destinazione Italia Decree'),"This Decree introduces an optional incentive system for existing plants and new rules for plants benefiting from incentives based on electricity rates.<br />
<br />
Among others, the Decree presents a new optional incentive scheme to certain renewable electricity producers. Producers owning power plants that have already obtained green certificates and/or all-inclusive tariffs, may do one of the following:<br />
â€¢ Continue to benefit from their existing incentive scheme over the remaining original period. If so, for 10 years after the end of the original incentive period, any new initiative on the same site will not benefit from further incentives, including dedicated withdrawal and net-metering<br />
â€¢ Restructure their existing incentive scheme. In this case, the existing incentive is reduced by a percentage which differs according to the type of plant, while the incentive period is extended by 7 years.<br />
This rule does not apply to power plants which benefit from:<br />
â€¢ CIP 6 incentives scheme ;<br />
â€¢ Incentives available under the FER Decree, with the exception of those covered by the interim regime.<br />
<br />
Additional measures include:<br />
â€¢ Reinforcing the Ecobonus: Tax incentives for the energy efficiency of buildings have been extended, and the deduction has been raised to 65%. The 50% deduction for building refurbishment has been extended, widening its sphere of application to several types of furnishings and home appliances<br />
â€¢ Enhancing the 'White Certificate' (or Energy Saving Certificates - ESC) mechanism, prevalently applied to the industrial and service sectors, and promoting infrastructure energy saving in sectors that have been neglected up to now (ITC, water distribution network, transports)",ITA,"Residential and Commercial,Energy,Industry,Transportation,Water",Legislative,published,,Law,"Carbon Pricing, Energy Demand, Energy Supply",""
8265,8265,Energy Resources Regulations (Testing Energy Efficiency of Pumping Installations) 2004,"The regulations set energy efficiency standards for induction motors, preventing the manufacturing, sale, import, marketing or exhibition of Pumps (installations composed of an electrical motor and water pump with an electrical consumption of 150,000 KWH per year or more), if they fail to meet the standards set in the regulations.",ISR,"Energy,Water",Executive,published,,Regulation/rules,Energy Demand,""
1381,1381,The Energy Resources Act 1989,"The Act requires the government to authorise, by June 2011, a national energy efficiency programme, to update it and to report annually on progress on its implementation.<br />
<br />
The Act sets an incentive to publicly-funded institutions, according to which any savings which were achieved thanks to energy efficiency measures, will be added to the institution's budget.<br />
<br />
The act allows the Minister of Energy and Water and the Minister of Finance to put forth regulations regarding ways to promote energy efficiency in the private and public sectors.",ISR,Energy,Legislative,published,,Law,Energy Demand,""
