"Id","Title","Document type","Geography iso","Geography","Jurisdiction iso","Jurisdiction","Sector","Citation reference number","Summary","Keywords","At issue","Visibility status","Legislation ids"
26,"Armando Ferrão Carvalho and Others v. The European Parliament and the Council","Administrative Case","EUR","European Union","EUR","European Union",,"Case no. T-330/18","Ten families, including children, from Portugal, Germany, France, Italy, Romania, Kenya, Fiji, and the Swedish Sami Youth Association Sáminuorra, brought an action in the EU General Court seeking to compel the EU to take more stringent greenhouse gas (ghg) emissions reductions. Plaintiffs allege that the EU’s existing target to reduce domestic ghg emissions by 40% by 2030, as compared to 1990 levels, is insufficient to avoid dangerous climate change and threatens plaintiffs’ fundamental rights of life, health, occupation, and property.

The lawsuit has two major components. First, plaintiffs bring a nullification action, asking the court to declare three EU legal acts as void for failing to set adequate ghg emissions targets. The three EU legal acts are: Directive 2003/87/EC governing emissions from large power generation installations (ETS); regulation 2018/EU on emissions from industry, transport, buildings, agriculture, and etc. (ESR); and regulation 2018/EU on emissions from and removals by land use, land use change, and forestry (LULUCF). Plaintiffs argue that inadequate emissions reductions violate higher order laws that protect fundamental rights to health, education, occupation, and equal treatment as well as provide obligations to protect the environment. These higher rank laws include: the EU Charter of Fundamental Rights (ChFR), the Treaty on the Functioning of the European Union (TFEU), the United Nations Framework Convention on Climate Change (UNFCCC), and the Paris Agreement. Plaintiffs ask the court to order that the three emissions reductions laws remain in force until improved versions of the Acts can be enacted. Art. 263 of the Treaty on the Functioning of the EU (TFEU) is the basis for this procedural action.

The second action concerns non-contractual liability. Article 340 of the TFEU provides a mechanism for injunctive relief when three conditions are met: 1) there is an unlawful act by the EU institution(s), 2) the unlawful act is a serious breach of a law that protects individual rights, and 3) there is a sufficient causal link between the breach and the damages.

Demanded relief is an injunction to compel the EU to set more stringent ghg emissions reductions targets through the existing framework of the ETS, ESR and LULUCF regimes in order to bring the EU into compliance with its legal obligations. Plaintiffs assert this would require a 50%-60% reduction in ghg emissions below 1990 levels by 2030 or whatever level the court finds appropriate.","European Parliament, Council, People’s Climate Case","Action seeking an injunction to order the EU to enact more stringent greenhouse gas emissions reduction targets through existing programs","Draft",
25,"Future Generations v. Ministry of the Environment and Others","Administrative Case","COL","Colombia","COL","Colombia",,"11001 22 03 000 2018 00319 00","According to a press release and copy of the complaint obtained from the organization Dejusticia, 25 youth plaintiffs between the ages of 7 and 26 years old have sued several bodies within the Colombian government, Colombian municipalities, and a number of corporations to enforce their claimed rights to a healthy environment, life, health, food, and water. The plaintiffs allege that climate change along with the government's failure to reduce deforestation and ensure compliance with a target for zero-net deforestation in the Colombian Amazon by the year 2020, (as agreed under the Paris Agreement and the National Development Plan 2014-2018), threatens plaintiffs’ fundamental rights. The youth plaintiffs have filed a special constitutional claim called a “tutela” used to enforce fundamental rights.

A lower court ruled against the youth plaintiffs. Youth plaintiffs filed an appeal on February 16, 2018.

On April 5, 2018, the Supreme Court reversed the lower court decision, recognizing that the ""fundamental rights of life, health, the minimum subsistence, freedom, and human dignity are substantially linked and determined by the environment and the ecosystem."" It further recognized the Colombian Amazon as a “subject of rights” in the same manner that the Constitutional Court recognized the Atrato River. The Supreme Court declared that the Colombian Amazon accordingly was entitled to protection, conservation, maintenance, and restoration. The Court ordered the government to formulate and implement action plans to address deforestation in the Amazon.",,"Youth plaintiffs seek to enforce fundamental rights to a healthy environment which they claim are threatened by climate change and deforestation.","Draft",
24,"Greenpeace Indonesia and Others v. Bali Provincial Governor","Administrative Case","IDN","Indonesia","IDN","Indonesia",,"2 / G / LH / 2018 / PTUN.DPS","<table border=""0"" width=""121"" cellspacing=""0"" cellpadding=""0""><colgroup><col width=""121"" /></colgroup>
<tbody>
<tr>
<td class=""xl65"" width=""121"" height=""20"">Greenpeace Indonesia and three local residents of Buleleng District, Bali challenged the Bali Governor's granting of environmental permits for the expansion of the Celukan Bawang Coal-Fired Power Plant through Bali Governor's Decree No.660.3 / 3985 / IV-A / DISPMPT. Plaintiffs allege that the Bali Governor violated Environmental Law No.32 of 2009 and international commitments under the United Nations Framework Convention on Climate Change by granting the environmental permits without consideration of the climate impacts of adding two 330 MW coal-fired units to the project. The Celukan Bawang Coal-Fired Power Plant Company is a defendant intervenor in the litigation.

Nine Indonesian and international environmental groups filed an amici curiae brief in the proceeding before the Denpasar Administrative Court. They join the plaintiffs in asserting that the project does not comply with the Environmental Protection and Environmental Law No.32 of 2009 and undermines Indonesia’s international climate commitments because the Bali Governor did not conduct a comprehensive analysis of climate change impacts of the plant expansion. Greenpeace Indonesia and Others v. Bali Provincial Governor, 2 / G / LH / 2018 / PTUN.DPS (Denpasar Admin. Ct., filed Jan. 24, 2018; amici brief June 2018).</td>
</tr>
</tbody>
</table>",,"Environmental permits granted to expand coal-fired power plant did not include a comprehensive analysis of climate change impacts","Draft",
23,"Pandey v. India","Administrative Case","IND","India","IND","India",,"no citation","<table border=""0"" width=""121"" cellspacing=""0"" cellpadding=""0""><colgroup><col width=""121"" /></colgroup>
<tbody>
<tr>
<td class=""xl65"" width=""121"" height=""20"">Ridhima Pandey, a nine-year-old from the Uttarakhand region, is the named plaintiff in a climate change case filed in March 2017 with the National Green Tribunal of India. Plaintiff’s petition argues that the Public Trust Doctrine, India’s commitments under the Paris Agreement, and India’s existing environmental laws and climate-related policies oblige greater action to mitigate climate change. It also argues that the term “environment,” as used in the Environment (Protection) Act 1986, necessarily encompasses the climate. The case was brought pursuant to section 2(m) of the National Green Tribunal Act 2010, which authorizes claims that raise “a substantial question relating to the environment.” In addition to those legal provisions, the petition cites the principles of sustainable development, precaution, and intergenerational equity, as well as judicial decisions based on similar legal principles in the Netherlands (Urgenda Foundation v. Kingdom of the Netherlands), Pakistan, (Leghari v. Pakistan), and the U.S. (Juliana v. United States).

The petition notes that India is the third-largest national emitter of greenhouse gases (behind China and the U.S.) and among those countries that are most susceptible to adverse climate change impacts. It identifies 1° degree Celsius or 350ppm of atmospheric carbon dioxide as the critical pair of thresholds for India (and the world) to avoid exceeding for the sake of avoiding severe climatic changes—facts described in the petition as rooted in “[t]he best climate science.”

To remedy the alleged injury to the present and future climate, the petition asks the court to order the national government to undertake a variety of measures, including but not limited to inclusion of climate change in the issues considered by environmental impact assessments, preparation of a national greenhouse gas emissions inventory, and preparation of a national carbon budget against which particular projects’ emissions impacts can be assessed.</td>
</tr>
</tbody>
</table>","Pandey, India, petition","Adequacy of India's climate change mitigation efforts vis-a-vis Public Trust Doctrine and other legal obligations","Draft",
22,"Mataatua District Maori Council v. New Zealand","Administrative Case","NZL","New Zealand","NZL","New Zealand",,"WAI 2607","<table border=""0"" width=""121"" cellspacing=""0"" cellpadding=""0""><colgroup><col width=""121"" /></colgroup>
<tbody>
<tr>
<td class=""xl67"" align=""left"" width=""121"" height=""20"">Representatives of the Mataatua District Maori Council have filed a claim and supporting memorandum in the Waitangi Tribunal, the forum where disputes over the performance of the Waitangi Treaty between the Maori and the government of New Zealand are heard and resolved. The claimants allege that New Zealand has breached its obligations to the Maori by failing to implement policies that will address climate change. Upon learning from the Tribunal Registry that the claim would be heard after 2020, the claimants filed an urgency application requesting an earlier hearing. That application seeks the following forms of relief:

- a declaration from the Tribunal that the government has breached its treaty obligations;
- a recommendation that New Zealand revise its emissions reduction targets upward to a level that corresponds with keeping the global concentration of greenhouse gas (GHG) emissions below 450ppm—the level that corresponds with the 2°C threshold that demarcates a stable climate from a potentially unstable one;
- a recommendation that New Zealand adopt different mitigation policies, including the restructuring or replacement of its Emissions Trading Scheme;
- a recommendation that New Zealand adopt policies that facilitate adaptation in ways specific to locations and resources relied upon by the Maori.

It bases these requests for relief on several points of fact and law. The most basic of these is the relationship between sources of GHG emissions and climate changes, and the relationship between climate change and various adverse impacts on locations and resources relied upon by the Maori for physical and cultural purposes. The application also points out that New Zealand’s Nationally Determined Contribution, submitted following the Paris Climate Conference in 2015, committed the country to reduce emissions by 11% relative to 1990 levels by 2030. It contrasts this target with the increase of GHG emissions in New Zealand of 24.1% relative to their 1990 levels by 2015 and the current expectation that they will increase to 30% increase by 2020. Further facts noted in the application include that New Zealand’s government encourages oil and gas exploration, controls an entity that mines coal, and controls another entity that is responsible for much of the recent conversion of forests to dairy farms. Having described the factual basis that links government policies adverse climate impacts, the claimants then point out that provisions of the Waitangi Treaty make the government responsible for the “active protection” of natural resources such as forests and fisheries on behalf of the Maori. In characterizing that violation, the claimants quote from the recent decision in Juliana v. United States regarding the public trust doctrine and characterize that reasoning as relevant to their claim.</td>
</tr>
</tbody>
</table>","New Zealand, Waitangi, Mataatua",,"Draft",
21,"McVeigh v. Retail Employees Superannuation Trust","Administrative Case","AUS","Australia","AUS","Australia",,"NSD1333/2018","An Australian pension fund member filed suit against the Retail Employees Superannuation Trust (REST) alleging that the fund violated the Corporations Act 2001 by failing to provide information related to climate change business risks and any plans to address those risks. The case was filed in the Federal Court of Australia.

The plaintiff, Mark McVeigh has contributed to REST since 2013. Under the Corporations Act 2001, super fund beneficiaries are entitled to request information that they need to make an informed decision about the management and financial condition of the fund. The plaintiff requested information from REST regarding the: “(a) knowledge of REST’s Climate Change Business Risks; (b) opinion of Climate Change, the Physical Risks, the Transition Risks and REST’s Climate Change Business Risks; (c) actions responding to REST’s Climate Change Business Risks; and (d) compliance with its obligations under the Corporations Act and other law with respect to REST’s Climate Change Business Risks.” Plaintiff alleges that the information provided by REST did not fulfill its obligations and thus seeks declaratory relief that REST violated the Corporations Act by failing to disclose the requested information and an injunction requiring REST to provide that information. In the alternative, plaintiff seeks a declaration and injunction in equitable jurisdiction.","pension fund, corporations, information, business risk","Whether an Australian pension fund violated the law by failing to disclose information on climate business risks and its strategies to address these risks","Draft",
20,"Plan B Earth v. Secretary of State for Transport","Administrative Case","GBR","United Kingdom","GBR","United Kingdom",,,"<table border=""0"" width=""121"" cellspacing=""0"" cellpadding=""0""><colgroup> <col width=""121"" /></colgroup>
<tbody>
<tr>
<td class=""xl65"" align=""left"" width=""121"" height=""20"">Plan B Earth, a charity with the mission to realize the goals of the Paris Agreement on climate change, has filed a climate change lawsuit against the Secretary of State for Transport Chris Grayling in regards to the expansion of Heathrow International Airport. Claimants allege that the Secretary’s national policy statement supporting the expansion of Heathrow Airport violated Section 10 of the Planning Act 2008 (“the 2008 Act”).

Claimants argue that since the 2008 Act requires the Secretary to pursue the objective of sustainable development and consider the desirability of mitigating and adapting to climate change, it further gives rise to implicit obligations to consider the advice of the Committee on Climate Change (“the CCC”), the government’s obligations under the Paris Agreement and commitment to review its national climate change targets in light of the Paris Agreement. Claimants maintain that the Secretary violated these implicit obligations by supporting the airport expansion without adequate consideration of the insufficiency of the current UK 2050 climate target (“2050 Target”), the UK’s commitments under the Paris Agreement, the CCC’s recommendations to review the 2050 Target, and government’s recent agreement to review the 2050 Target. Accordingly, they assert the Secretary’s actions were both ultra vires and irrational.

Plaintiffs additionally allege violations of Section 149 of the Equality Act 2010 and the Human Rights Act 1998. Claimants seek declaratory relief, specifically a declaration that the Secretary of State acted unlawfully in violation of section 5 of the 2008 Act.</td>
</tr>
</tbody>
</table>",,"Whether an approval to expand Heathrow International Airport is illegal due to inadequate consideration of climate change commitments under the Paris Agreement and advice to change national climate targets","Draft",
19,"Greenpeace Canada v. Minister of the Environment, Conservation, and Parks; Lieutenant Governor in Council","Administrative Case","CAN","Canada","CAN","Canada",,"Case no. 575/18","<table border=""0"" width=""121"" cellspacing=""0"" cellpadding=""0""><colgroup><col width=""121"" /></colgroup>
<tbody>
<tr>
<td class=""xl66"" align=""left"" width=""121"" height=""20"">Environmental groups filed suit against the Ontarian government, alleging the government failed to meet legal requirements for public consultation on regulations that would end Ontario’s cap and trade program and a proposed bill that would undercut the province’s legislative regime for combatting climate change. Plaintiffs argue that both the regulations and bill violate requirements under the Environmental Bill of Rights (EBR) for public participation in the development of environmentally significant regulations and legislation.

The lawsuit concerns Ontario Regulation 386/18 filed on July 3, 2018 by the Minister of Environment, Conservation and Parks. The government did not conduct a public consultation process and filed a claim that the 2018 election was “substantially equivalent” to the 30-day consultation process required by law. Plaintiffs argue that the government was still required to undertake public consultation for the regulation under the EBR and that the regulation is ultra vires because it contradicts the purpose of the “Climate Change Mitigation and Low-Carbon Economy Act,” the enabling act for this regulation. The lawsuit additionally concerns “Bill 4, the Cap and Trade Cancellation Act, 2018” filed on July 25, 2018. This bill would repeal the “Climate Change Mitigation and Low-carbon Economy Act, 2016” which includes greenhouse gas emission reduction targets. Plaintiffs argue that this bill would have a significant environmental impact because it would repeal existing greenhouse gas emissions targets without establishing new targets. If there is a significant environmental impact, then the government must undertake the mandatory notice and comment process required by the EBR.

Plaintiffs seek declaratory relief and ask the Court to quash the regulations. The case is tentatively set for expedited hearing on September 21, 2018.</td>
</tr>
</tbody>
</table>","Ontario, government, cap and trade","Whether regulations and legislation undoing Ontario’s cap and trade program illegally failed to comply with requirements for public consultation","Draft",
18,"Sandra Bitter v. Bundesrepublik Deutschland (European Court of Justice, 2015)","Administrative Case","EUR","European Union","EUR","European Union",,"[2015] Case C-580/14","Sandra Bitter, insolvency administrator for the German company Ziegelwerk Höxter GmbH, filed a for a preliminary ruling on whether a fine of EUR 100 per tonne of carbon dioxide emitted imposed by German authorities on non-surrendered emissions prior to the company's insolvency violated the principle of proportionality under Directive 2003/87/EC of the European Parliament and of the Council of 13 October 2003 establishing a scheme for greenhouse gas emission allowance trading within the Community and amending Council Directive 96/61/EC.

Bitter argued that, because Ziegelwerk Höxter had ceased its business activity before the opening of insolvency procedures in September 2011, it was no longer obliged to report or surrender its emissions allowances for 2011. Instead, she claimed that Ziegelwerk Höxter's contingent liabilities were solely to be registered as claims in the insolvency procedure.

The Court held that the EU legislature must be allowed broad discretion in applying penalties and that the relatively high level of the penalty is justified by the need to have infringements of the obligation to surrender a sufficient number of allowances treated in a stringent and consistent manner throughout the European Union. The Court also noted that Directive 2003/87 grants operators a reasonable amount of time to comply with their surrender obligations and that the fact that the amount of the fine involved exceeded that of one in a previous case, in which the Court ruled that fines for penalties to surrender are consistent with the principle of proportionality, was irrelevant.

In light of the principle of proportionality, the Court ruled, there is nothing in this case that affects the second sentence of Article 16(3) of Directive 2003/87, which does provide for a penalty of EUR 100 per tonne of carbon dioxide equivalent emitted for which the operator has not surrendered allowances.",,"Company challenged the principle of proportionality under EU ETS","Draft",
17,"Borealis AB, Kubikenborg Aluminum AB, Yara AB, SSAB EMEA AB, Lulekraft AB, Värmevärden i Nynäshamn AB, Cementa AB, Höganäs Sweden AB v. Naturvårdsverket","Administrative Case","EUR","European Union","EUR","European Union",,"[2016] Case C?180/15","Eight companies operating greenhouse gas emitting installations challenged the final emissions allocations decided by the Swedish Environmental Protection Agency during Phase III of the EU Emissions Trading Scheme (EU ETS) after the correction factor calculation had been applied.

The operators argued that they were entitled to additional allowances because their installations consume heat from wasted greenhouse gases emitted at sub-installations. They argued that these additional allowances followed from a correct legal interpretation of Directive 2003/87/EC, Commission Decision 2013/448/EU, and Commission Decision 2011/278/EU.

Previously, in Case C-191/14, the European Court of Justice (ECJ) ruled that the European Commission's correction factor calculation was invalid because it ignored relevant information, including information about what emissions fell under the purview of free allocation. The Court remanded the correction factor calculation to the European Commission, which it gave 10 months to correct.

The ECJ held that the ruling in Case C-191/14 applied to the facts of this case, and therefore that the operators are not entitled to additional allowances. It also reaffirmed its previous ruling that the European Commission has a period of 10 months from the decision in Case C-191/14 to correct the correction factor calculation, but also that any measures adopted by the European Commission during that period on the basis of the provisions invalidated by Case C-191/14 cannot be called into question. Lastly, it ruled that Commission Decision 2011/278/EU remains valid and must be interpreted in such a way as to prevent double-allocation of emissions allowances.

The Court returned the case to the Swedish court for final ruling.",,"Legal validity of “correction factor” calculation for emissions allowances","Draft",
16,"Elektriciteits Produktiemaatschappij Zuid-Nederland EPZ NV v. Bestuur van de Nederlandse Emissieautoriteit","Administrative Case","EUR","European Union","EUR","European Union",,"[2015] Case C?158/15","Elektriciteits Produktiemaatschappij Zuid-Nederland EPZ NV (EPZ) operates a coal-fired power plant in the Netherlands and holds a quantity of its unburned coal in a storage site approximately 800 metres from the power plant, which is separated from it by a public road. When designing the monitoring plan for the installation operated by EPZ for the third period of the EU Emissions Trading Scheme (ETS), the Bestuur van de Nederlandse Emissieautoriteit (Nea) considered that coal lost due to its self-heating during the storage period could not be regarded as fuel exported from EPZ's installation within the meaning of Article 27(2) of Regulation No 601/2012.

Consequently, the NEa refused to approve modifications of the monitoring plan sought by EPZ and later rejected EPZ's objection to their initial decision. EPZ then lodged an appeal with the Dutch Raad van State (Council of State), seeking to have the latter decision annulled. The Council of State referred the case to the European Court of Justice (ECJ) and asked for a preliminary ruling on two questions.

(1) Could EPZ's storage facility be considered an “installation” as referred to in Article 3(e) of Directive 2003/87/EC?

(2) Could EPZ's lost coal due to its self-heating during storage be considered “fuel exported from the installation” as referred to in Article 27(2) of Regulation (EU) No 601/2012?

On the first question, the ECJ ruled that a fuel storage site of a coal-fired power plant is part of an ""installation"" within the meaning of Article 3(e) of Directive 2003/87/EC. The ECJ ruled that the coal's self-heating during storage does not amount to combustion and that it was not apparent that the coal's self-heating required 20 MW of thermal input (two of the requirements for the storage site to be considered an installation under Annex I of Directive 2003/87/EC). However, the ECJ ruled that the coal is essential to the functioning of the power plant and is therefore directly associated with the plant’s activity. Moreover, because the coal's self-heating emits greenhouse gases, storing coal is an activity that could have an effect on emissions and pollution within the meaning of Article 3(e) of Directive 2003/87/EC. The ECJ ruled that the fact that the storage site is located approximately 800 metres from the power plant and is separated from it by a public road is irrelevant.

On the second question, the ECJ ruled that coal lost due to self-heating while in storage on a site that is part of an installation cannot be regarded as coal exported from that installation. Because the storage site is part of an installation within the meaning of Article 3(e) of Directive 2003/87/EC, it cannot be regarded as a separate installation. Therefore, coal lost due to self-heating cannot be considered to be exported from the installation in question.",,"Corporation challenged monitoring plan for coal storage","Draft",
15,"ArcelorMittal Rodange et Schifflange SA v. State of the Grand Duchy of Luxembourg","Administrative Case","EUR","European Union","EUR","European Union",,"[2015] Case C?321/15","<p class=""C01PointnumeroteAltN"">ArcelorMittal Rodange et Schifflange SA (ArcelorMittal) operated an installation in Schifflange, Luxembourg until the end of 2011, which was subject to the EU emissions trading scheme (ETS). Luxembourg's Minister of the Environment allocated ArcelorMittal a total quantity of 405,365 emissions allowances for the period between 2008 to 2012. On 23 April 2012, ArcelorMittal requested that the Minister of the Environment cease environmental monitoring because the activities of its Schifflange installation had been suspended for an indefinite period since the end of 2011. On 6 June 2013, the Minister of Sustainable Development and Infrastructure (1) reduced the total emissions allowances allocated to ArcelorMittal between 2008 to 2012 and (2) requested that ArcelorMittal surrender 80,922 emissions allowances without compensation based on Article 13(6) of a Luxembourgish law transposing Directive 2003/87/EC.</p>
<p class=""C01PointnumeroteAltN"">The question before the European Court of Justice (ECJ) in this case was whether Article 13(6) of the 2004 law, which allows the relevant Luxembourgish minister to order the surrender, without full or partial compensation, of allowances issued but not used, is compatible with Directive 2003/87/EC, or whether Directive 2003/87/EC must be interpreted as precluding national laws that allow the competent authorities to require the surrender without compensation of emissions allowances that have been issued but not used.</p>
The ECJ held that Directive 2003/87 must be interpreted as not precluding national legislation that allows competent national authorities to require the surrender, without full or partial compensation, of unused allowances that have been improperly issued to an operator, as a result of the failure by the latter to comply with the obligation to inform the competent authority in due time of the cessation of the operation of an installation. It also held that the allowances issued after an operator has ceased the activities performed in the installation to which those allowances relate, without informing the competent authority beforehand, cannot be classified as emissions ""allowances"" within the meaning of Article 3(a) of Directive 2003/87.",,"Company challenged the surrender without compensation of emissions from an installation whose objectives have been suspended","Draft",
14,"PPC Power a.s.  v.  Finan?né riadite?stvo Slovenskej republiky and Da?ový úrad pre vybrané da?ové subjekty (European Court of Justice, 2018)","Administrative Case","EUR","European Union","EUR","European Union",,"[2017] Case C-302/17","PPC Power operates an installation in Slovakia that is subject to the European Union Emissions Trading System (EU ETS).

In addition to EU ETS requirements, the government of Slovakia imposed an 80% tax on emissions allowances that were transferred or unused, and therefore allocated free of charge. This tax was applied between 1 January 2011 and 30 June 2012.
<p class=""C01PointnumeroteAltN"">PPC Power requested that the Da?ový úrad pre vybrané da?ové subjekty (Tax Administration for Certain Taxpayers, Slovakia; ""the DU""), set the amount of the advance of tax payable for 2011 at zero because the legislation establishing the 80% tax rate was incongruous with EU Directive 2003/87/EC. The DU rejected PPC Power's request and set its advance payment amount for the first half of 2011 to €300,000. PPC Power applied for repayment of that amount and, when that decision was ultimately rejected by the Finan?né riadite?stvo Slovenskej republiky (Directorate of Tax Administration of the Slovak Republic), PPC Power filed suit with the Regional Court of Bratislava, which referred the case to the European Court of Justice (ECJ).</p>
The ECJ ruled that Directive 2003/87/EC ""must be interpreted as precluding national legislation, such as that at issue in the main proceedings, which taxes, at 80% of their value, greenhouse gas emission allowances allocated free of charge which have been sold or not used by the undertakings subject to the greenhouse gas emission trading scheme."" The ECJ acknowledged that Directive 2003/87/EC requires member states to allocate at least 90% of emissions allowances free of charge but still allows member states to determine procedures for allocating them. However, the ECJ found that, the Slovakian tax eliminated ""virtually all of the economic value of emission allowances,"" and therefore negated the incentive mechanisms underpinning the EU ETS. To reduce emissions in the manner prescribed by the EU ETS, the ECJ ruled, Directive 2003/87/EC must be interpreted as precluding national legislation such as Slovakia's at issue in the proceedings.",,"Company challenged national legislation emissions taxation as incongruous with EU law","Draft",
13,"Trinseo Deutschland Anlagengesellschaft mbH v. Bundesrepublik Deutschland","Administrative Case","EUR","European Union","EUR","European Union",,"[2016] Case C?577/16","Trinseo operates an installation for the production of polycarbonate that obtains the steam needed for that production from a plant which is operated, on the same site, by another company, Dow Deutschland Anlagengesellschaft, which is subject to the emission allowance trading scheme established by Directive 2003/87/EC.

Trinseo applied for free allocation of emission allowances to its installation for the trading period 2013?2020, which the German government denied because polycarbonates do not fall under the list of products approved for free allocation. Trinseo originally claimed that it was entitled to free allocation of emissions allowances because the steam it uses during the production of polymers requires the emission of greenhouse gases. The German government rejected this application and, subsequently, Trinseo sued the German government in the Berlin Administrative Court, which referred the case to the ECJ for preliminary ruling.

The ECJ considered ""whether Article 2(1) of Directive 2003/87 must be interpreted as meaning that an installation for the production of polymers, in particular the polymer polycarbonate, such as the installation at issue in the main proceedings, which obtains the heat needed for that production from a third-party installation, falls within the activity of ‘[p]roduction of bulk organic chemicals by cracking, reforming, partial or full oxidation or by similar processes’, within the meaning of Annex I to that directive, so that it must be considered to fall within the scope of the emissions allowance trading scheme established by that directive."" The ECJ ruled that, because Directive 2003/87/EC is intended to incentivise emissions reductions in companies, and because polycarbonate production does not directly produce emissions, Trinseo was not entitled to free allocation of emissions trading allowances. Rather, only the company that directly emits greenhouse gases as the result of producing steam, which might later be used to manufacture polymers, is entitled to free emissions allocations.",,"Company challenged rejection of application of free allocation of emissions allowances","Draft",
12,"Republic of Poland v. European Parliament and Council of the European Union","Administrative Case","EUR","European Union","EUR","European Union",,"[2016] Case C?5/16","The Republic of Poland's application asks the European Court of Justice to annul Decision (EU) 2015/1814 of the European Parliament, which established a market stability reserve within the third period of the EU Emissions Trading System (EU ETS), between 2013-2020. The market stability reserve began in 2019 and deducted 900 million allowances from the total quantity, which could be saved to correct future supply and demand imbalances. This decision further required that, each year, the market stability reserve would comprise 12% of the total allowances to be auctioned.
<p class=""C01PointnumeroteAltN"">Poland claimed that the Court should annul the contested decision and order the Parliament and the Council to pay the costs. The Parliament and the Council contend that the Court should dismiss the action in its entirety and order Poland to pay the costs. Denmark, Germany, Spain, France, and the Commission intervened in support of the Parliament and Council. Sweden intervened in support of the Council.</p>
Poland argued that the decision infringed on the Treaty on the Functioning of the European Union (TFEU) in that the decision  was adopted through the ordinary legislative procedure even though it constitutes a measure significantly affecting a member state’s choice between different energy sources and the general structure of its energy supply. Poland claimed that, under the first subparagraph of Article 192(2) TFEU, such a decision should have been adopted by the Council unanimously, in accordance with the special legislative procedure. The Court rejected this reasoning, dismissed the application, and ordered Poland to pay the costs incurred by the European Parliament and the Council of the European Union.",,"Poland sought annulment of Decision (EU) 2015/1814 of the European Parliament establishing a market stability reserve for emissions allowances","Draft",
11,"INEOS Köln GmbH v. Bundesrepublik Deutschland","Administrative Case","EUR","European Union","EUR","European Union",,"[2017] Case C?58/17","INEOS operates a petrochemical plant that incorporates an industrial thermal power plant to provide steam through the combustion of liquid and gaseous waste materials stemming from the manufacturing processes of the site’s chemical production facilities.

On 23 January 2012, INEOS applied to the Deutsche Emissionshandelsstelle (German Emissions Trading Authority, ""the DEHSt"") for a free allocation of emission allowances, including for process emissions from the combustion of incompletely oxidised carbon from chemical reactions in which the carbon-bearing material participates in the reaction but the primary purpose of which is not heat generation. The DEHSt refused to allocate allowances free of charge for process emissions stemming from the combustion of liquid waste, claiming that only gaseous waste is entitled to such emissions.

The question before the ECJ was whether Article 3(h) of Commission Decision 2011/278/EU must be interpreted as precluding national legislation, such as that at issue in the main proceedings, which excludes greenhouse gas emissions from the combustion of incompletely oxidised carbon in a liquid state from the concept of ""process emissions sub-installation."" The ECJ ruled that Article 3(h) of Commission Decision 2011/278/EU does not preclude national legislation that excludes greenhouse gas emissions from the combustion of incompletely oxidised carbon in a liquid state from the concept of ""process emissions sub-installation.""",,"Company challenged national legislation that excluded incompletely oxidised carbon in a liquid state from free emissions allocations","Draft",
10,"Ontario v. Canada re Greenhouse Gas Pollution Pricing Act, 2019","Administrative Case","CAN","Canada","CAN","Canada",,"C65807","The Province of Ontario filed suit in the Ontario Court of Appeal seeking consideration of whether the Greenhouse Gas Pollution Pricing Act (GGPPA) is unconstitutional. The GGPPA became law in June 2018 and, as its name implies, allows the national government to set a price on carbon, charging for greenhouse gas emissions under a carbon tax program. Ontario alleges that Parliament exceeded its constitutional authority in passing the GGPPA, arguing that the GGPPA is not authorized by the “national concern branch of the peace, order, and good government power” because the provinces are capable of regulating greenhouse gas emissions themselves and that “there is no need to expand the scope of federal jurisdiction to impose a one-size-fits-all federal carbon price.” Ontario further argues that even if the GGPPA falls within the scope of a national concern, the GGPPA represents an unconstitutional tax because it does not provide an adequate nexus between the charges it imposes and its regulatory purpose.

Multiple parties have intervened in the case, including a number of advocacy groups and the governments of Saskatchewan, New Brunswick, and British Columbia.",,"Whether the Greenhouse Gas Pollution Pricing Act passed by the national government is constitutional","Draft",
9,"EU Biomass Plaintiffs v. European Union","Administrative Case","EUR","European Union","EUR","European Union",,"Not available","On March 4th, 2019, plaintiffs from six countries filed suit against the European Union in the European General Court in Luxembourg to challenge the treatment of forest biomass as a renewable fuel in the European Union’s 2018 revised Renewable Energy Directive (known as RED II). RED II requires EU Member States to achieve an EU-wide target of 32% energy consumption from renewable sources by 2030. The legal documents are not yet available for the case, but in a press release, plaintiffs allege that RED II will accelerate widespread forest devastation and significantly increase greenhouse gas emissions by not counting CO2 emissions from burning wood fuels.

Plaintiffs describe the lawsuit as documenting the environmental, societal, and public health impacts associated with the increased logging, wood pellet manufacturing, and production of biomass energy driven by the RED II forest biomass policy. They allege that the policy is incompatible with the environmental objectives of the Treaty on the Functioning of the European Union and violates the EU Charter on Fundamental Rights (Art. 32 and 57).The plaintiffs are a group of individuals and non-governmental organizations (NGOs) from Estonia, Ireland, France, Romania, Slovakia, and the United States.

Further details to be provided upon review of the case documents.",,"Whether the European Union’s 2018 revised Renewable Energy Directive illegally treats forest biomass as a renewable fuel by not counting CO2 emissions from burning wood fuels.","Draft",
