"Id","Title","Document type","Geography iso","Geography","Jurisdiction","Citation reference number","Summary","Sectors","Responses","Keywords","At issue","Visibility status","Legislation ids"
"7065","Taralga Landscape Guardians Inc. v. Minister for Planning (Land and Environment Court of New South Wales, 2007)","Case","AUS","Australia","Australia","[2007] 161 LGERA 1","<div>An Australian state court upheld a proposal for a wind farm, noting that the overall public benefits outweighed any private burdens. A community organization challenged the proposal, citing negative impacts on their village and the surrounding countryside. The court held that the concept of ecologically sustainable development, specifically intergenerational equity, is central to any decision-making process concerning the development of new energy resources. In this case, it is reasonable to substitute an energy source that results in less greenhouse gas emissions for energy sources that result in more GHG emissions.</div>","","Mitigation","","<div>Challenge to wind farm proposal</div>","Published",""
"7064","Taip v. East Gippsland Shire Council (Victorian Civil and Administrative Tribunal, 2010)","Case","AUS","Australia","Australia","[2010] VCAT 1222","<div>L. Taip challenged a housing development approved by the East Gippsland Shire Council on the grounds that it was not sufficiently planned to be resistant to climate change impacts. The Council argued that climate change impacts had been taken into consideration by proposing to raise the level of the development above the projected flood and sea levels that were expected to result from climate change. The Tribunal held that the response to address climate change impacts was not sufficient and that a more full and proper assessment of the risks and hazards needed to be conducted by the Council prior to giving approval.</div>","","Adaptation","","<div>Application for city council to deny development in coastal area without climate change risk assessment</div>","Published",""
"7063","Suburban Blue Print Pty. Ltd. v. Hobsons Bay City Council (Victorian Civil and Administrative Tribunal, 2010)","Case","AUS","Australia","Australia","[2010] VCAT 1272","Applicant challenged the denial of a construction permit for two dwellings in part because of vulnerability to inundation due to climate change and storm surges. The Australian state court granted the permit, reasoning that the proposed dwelling's ""almost-appropriate"" raised floor level was acceptable given the fact that a large number of homes in the community were likely to flood.","","Adaptation","","Seeks approval of building permit","Published",""
"7062","Smith v. Pittwater Council (Land and Environment Court of New South Wales, 2013)","Case","AUS","Australia","Australia","[2013] NSWLEC 1145","A landowner appealed a local council's refusal of a planning permit in Australian state court. The council had found that the proposed development would not ensure adequate safety from flood risks given increased flood levels from climate change. Allowing the use of more conservative risk estimates than those employed by the council, the court found that the risk was not sufficient to warrant rejection as long as the permit was subject to certain flood planning conditions.","","Adaptation","","Appeal  the refusal of planning permit","Published",""
"7060","S J Connelly v. Byron Shire Council (New South Wales Land and Environment Court, 2009)","Case","AUS","Australia","Australia","[2009] NSWLEC 1068; [2009] NSWLEC 1242","The applicant challenged the denial of a permit for the construction of a residential development due to flood risks. In refusing the permit, the local council cited climate change considerations as one of the issues contributing to the risk of flooding.
Due to the uncertainty of climate change impacts, the court found it appropriate to take a ""cautious approach."" Finding the site unsuitable for the proposed development, the court dismissed the appeal.


Subsequent to the dismissal, the applicant revised its plans to address flood risk and improve maintenance of existing vegetation. The court found the revised proposal had adequately address these concerns and upheld the appeal.","","Adaptation","","Challenged the denial of a planning permit due to flood risks","Published",""
"7059","Ronchi v. Wellington Shire Council (Victorian Civil and Administrative Tribunal, 2009)","Case","AUS","Australia","Australia","[2009] VCAT 1206","The Tribunal held that the proposed construction of two double-story dwellings in a coastal area placed too great an onus on the developers to prepare for the impacts of climate change.  Drawing upon the decision in Myers v. South Gippsland Shire Council (No 1), the Tribunal held that the applicant should instead prepare a coastal hazard vulnerability assessment prior to receiving approval.","","Adaptation","","Application for city council to deny development in coastal area without climate change risk assessment","Published",""
"7058","Rivers SOS Inc. v. Minister of Planning (Land and Environment Court, 2009)","Case","AUS","Australia","Australia","[2009] NSWELC 213","In June 2009, New South Wales Planning Minister approved a $50 million expansion of the Metropolitan coal mine, allowing longwall mining to take place underneath the Woronora Reservoir.  The Minister approved a substantially revised version of the project at a late stage in the assessment process, without providing any further opportunities for public participation and agency involvement.  Rivers SOS, a community group, challenged the legality of the mining approval process.  On December 16, 2009, the Land and Environment Court upheld the decision of the Minister.","","Mitigation","","Challenge to the Minister's decision approving a coal mine expansion","Published",""
"7057","RES Southern Cross v. Minister for Planning (New South Wales Land and Environment Court, 2008)","Case","AUS","Australia","Australia","[2008] NSWELC 1333","After an initial challenge to development of a windfarm was rejected in Taralga Landscape Guardians Inc v Minister for Planning and RES Southern
Cross Pty Ltd, [2007] 161 LGERA 1, a number of individuals and a community association objected to RES Southern Cross's application to modify a proposed wind farm by raising turbines and installing aviation safety lighting. The challengers expressed concern over noise, visual impacts, biodiversity impacts, etc. In dismissing the challenge, the court asserted that the development was in the public interest due to the risks of climate change.","","Mitigation","","Challenge permit approval to allow modification of proposed wind farm","Published",""
"7056","Re Australian Conservation Foundation v. Latrobe City Council (Victorian Civil and Administrative Tribunal, 2004)","Case","AUS","Australia","Australia","[2004] 140 LGERA 100","<div>An Australian tribunal overturned the decision of a government panel which refused to consider the greenhouse gas impacts of burning coal. The Hazelwood coal-fired power station is one of the largest in the state of Victoria and a significant contributor to the State's GHG emissions. A government panel set up under the Victorian Planning and Environment Act 1987 and the Environmental Effects Act 1978 to consider the extension of the power station was instructed not to consider matters related to GHG emissions. The tribunal held that the assessment panel must consider the impacts of GHG emissions on the environment.</div>","","Mitigation","","<div>Challenge to governmental panel refusal to consider the greenhouse gas impacts of burning coal</div>","Published",""
"7055","Rainbow Shores P/L v. Gympie Regional Council & Others (Planning and Environment Court of Queensland, 2013)","Case","AUS","Australia","Australia","[2013] QPEC 26","Applicant appealed denial of a planning permit for a proposed integrated resort and residential community. The proposal was challenged on a number of grounds including concerns about erosion and storm surges. The Australia state court dismissed the appeal, finding that the proposal did not adequately address  the site's increased vulnerability to erosion and storm surges as a result of sea level rise.","","Adaptation","","Appeal of denial of a planning permit","Published",""
"7054","Queensland Conservation Council Inc. v. Xstrata Coal (Queensland Court of Appeal, 2007)","Case","AUS","Australia","Australia","[2007] QCA 338","An Australian state court reversed a lower tribunal's decision, which granted an extension to Xstrata's mining lease and denied Queensland Conservation Council (QCC) the ability to amend the conditions of the extension.  The tribunal, concluding that the causal link between the mine's greenhouse gas emissions and harms caused by global warming is an assumption, relied on evidence that was raised in neither Xstrata nor the QCC's case.  The court of appeals held that the tribunal, by merely informing the parties that it had become aware of documents which might be relevant to its decision, did not satisfy its obligation to afford the parties procedural fairness by giving them a real opportunity to present information or argument on a matter not already obvious but in fact regarded as important by the decision-maker.","","Mitigation","","Challenge to tribunal decision granting extension of a mining lease","Published",""
"7053","Phosphate Resources Ltd v. The Commonwealth (Federal Court of Australia, 2004)","Case","AUS","Australia","Australia","[2004] FCA 211","<div>An Australian federal court upheld a Determination by the Administrator of Christmas Island setting the fees chargeable for use of electricity on the Island. Phosphate Resources, a major user of electricity on the Island challenged one of the purposes of the Determination – compelling large users of electricity such as Phosphate to examine alternative options for power generation as part of an effort to minimize greenhouse gas emissions. The court held that if the Administrator expressly took into account the reduction of GHG emissions as a factor in setting the electricity fees on the Island, it is a legitimate public policy objective.</div>","","Mitigation","","<div>Challenge to Administrator of Christmas Island's determination of new electricity fees</div>","Published",""
"7052","Petition To The Inter-American Commission on Human Rights Seeking Relief From Violations Resulting from Global Warming Caused By Acts and Omissions of the United States (Inter-American Commission on Human Rights, 2005)","Case","AUS","Australia","Australia","[no citation available]","Sheila Watt-Cloutier, an Inuk woman and Chair of the Inuit Circumpolar Conference filed a petition to the Inter-American Commission on Human Rights seeking relief from human rights violations resulting from the impacts of climate change caused by acts and omissions of the United States.  Petitioner requests the Commission to recommend that the United States adopt mandatory measures to limits its greenhouse gas (GHG) emissions, consider the impacts of GHG emissions on the Arctic in evaluating all major government actions, establish and implement a plan to protect Inuit culture and resources and provide assistance necessary for Inuit to adapt to the impacts of climate change that cannot be avoided.","","Adaptation","","Petition to the Commission seeking relief from human rights violations resulting from global warming caused by acts and omissions of the United States","Published",""
"7051","Perry v. Hepburn Shire Council (Victorian Civil and Administrative Tribunal, 2007)","Case","AUS","Australia","Australia","[2007] VCAT 1309","<div>An Australian tribunal approved a proposal for a community owned wind farm. Among other grounds, local residents challenged that the wind energy generated from the project would not produce sufficient greenhouse gas benefits to justify the negative visual, environmental and amenity impacts of the turbines. The tribunal held that the proposal adequately considered the benefits to the broader community of renewable energy generation as well as the contribution of the project to reducing greenhouse gas emissions, and the probabilities weigh in favor of GHG abatement benefits being achieved.</div>","Energy","Mitigation","Renewables","<div>Challenge to council approval of a community owned wind farm</div>","Published",""
"7050","Pepperwood Ridge Pty. Ltd. v. Newcastle City Council (Land and Environment Court of New South Wales, 2013)","Case","AUS","Australia","Australia","[2009] NSWLEC 1046","The Australian state court upheld an appeal against the refusal of a permit to construct a senior living facility. The local council denied the permit on the grounds that the proposed facility did not comply with the climate change principles designated in local planning documents because it was not sited in the northerly direction. The court disagreed with the local council, finding adequate design for climate, reasoning that non-compliance with orientation provisions did not necessarily warrant refusal of an application, especially where the natural topography did not justify such orientation.","","Adaptation","","Appeal the refusal of planning permit to construct senior living facility due to siting","Published",""
"7049","Paul v. Goulburn  Murray Water Corporation & Others (Victorian Civil and Administrative Tribunal, 2010)","Case","AUS","Australia","Australia","[2010] VCAT 1755","This case concerned a challenge to a decision by a local water authority, the Goulburn Murray Water Corporation, in Victoria, Australia,  to issue two licenses under the Water Act 1989 (Vic) allowing the extraction of groundwater for use in irrigation on farms. The two permits at issue allowed the extraction of 490 and 594 ML (megaliters) per year respectively.   Mr. Paul challenged the licenses on the grounds that the use of water would be unsustainable, particularly in light of the projected impacts of climate change and associated water shortages.  While the Tribunal noted that there was some uncertainty about the impacts of climate change, and that uncertainty may lead to the application of the precautionary principle, it found that on the technical evidence before it that the water use would be sustainable taking into account the range of estimates for the impact of climate change on water levels in the region.","","Adaptation","","Challenge to a water license on the basis that the allocation was unsustainable, particularly with regard to future climate change impacts on water levels","Published",""
"7048","Owen v. Casey City Council (Victorian Civil and Administrative Tribunal, 2009)","Case","AUS","Australia","Australia","[2009] VCAT 1946","<div>The Tribunal was asked to consider whether a coastal hazard vulnerability assessment was required before a development was approved by the Casey City Council. Drawing upon Ronchi v. Wellington Shire Council, the Tribunal held that the assessment was required.</div>","","Adaptation","","<div>Application for city council to deny development in coastal area without climate change risk assessment</div>","Published",""
"7047","Nucifora v. Valuer-General, (Queensland Land Court 2013)","Case","AUS","Australia","Australia","[2013] QLC 19","Nucifora appealed a land valuation in an Australia state court asserting that the land was overvalued because it did not take into account permanent changes in weather patterns due to climate change. The judge dismissed the appeal, finding that Nucifora had failed show that the farm was permanently devalued as a result of climate change. In its reasoning, the court noted that ""climate change is ""still a subject of considerable public debate.""","","Adaptation","","To challenge land valuation  that did not take into account the impacts of climate change.","Published",""
"7046","Northcape Properties v. District Council of Yorke Peninsula (South Australian Supreme court, 2008)","Case","AUS","Australia","Australia","[2008] SASC 57","The South Australian Supreme Court upheld local council decision to refuse development consent on the basis of unacceptable climate change risks to the proposed development.  The court found the proposed development in violation of the goals and objectives of the council's Development Plan, and that hazardous sea level rise over the next 100 years due to climate change was a sufficient basis to support the refusal of the coastal development application.","","Adaptation","","Challenge to local council decision to refuse development consent","Published",""
"7045","Newton and Anor v. Great Lakes Council (New South Wales Land and Environment Court, 2013)","Case","AUS","Australia","Australia","[2013] NSWLEC 1248","A landowner challenged a local council decision to grant a planning permit to build a house on two conditions: (1) the development consent would only last for twenty years, and (2) the house must be designed to withstand 2033 sea level rise conditions. The Australian state court found in part for the landowner, rejecting the first condition but allowing the second. The court found the time limit imposed under the first condition was unreasonable, especially given the presence of the second condition.","","Adaptation","","Challenge to conditions of planning permit that imposed a time limit and structural requirements","Published",""
"7044","Myers v. South Gippsland Shire Council (No 2) (Victorian Civil and Administrative Tribunal, 2009)","Case","AUS","Australia","Australia","[2009] VCAT 1022; [2009] VCAT 2414","<div>Subsequent to the submission of the coastal hazard vulnerability assessment required by the Tribunal in Myers v. South Gippsland Shire Council (No 1), which revealed that the proposed coastal residential lot would be inundated by flooding and storm surges by 2100, the Tribunal concluded that permission could not be granted for the proposal without a proper local policy or scheme in place to address the predicted issues.</div>","","Adaptation","","<div>Application for city council to reject coastal residential development plan based on negative climate change risk assessment</div>","Published",""
"7042","Minister for Planning v. Walker (Court of Appeal of the Supreme Court of New South Wales, 2008)","Case","AUS","Australia","Australia","[2008] 161 LGERA 423; [2008] NSWCA 334","<div>The Minister for Planning approved a residential development project, and the respondent challenged the approval in the Land and Environment Court. The lower court found that the Minister erred in failure to apply ecologically sustainable development (ESD) principals when approving the project. The court held that the agency had an obligation under the Environmental Planning and Assessment Act 1979 to take into account the principle of ESD and the impact of the proposal upon the environment, including whether the flooding impacts of the project would be compounded by climate change. On appeal, the New South Wales Court of Appeal overturned the lower court's decision, holding that while the Environmental Planning and Assessment Act 1979 required the Minister to take into account the ""public interest,"" the Minister was under no obligation to consider ESD principles.</div>","","Adaptation","","<div>Appeal of lower court rejection of state agency approval of a residential development project</div>","Published",""
"7041","McCulloch v. Bass Coast Shire Council (Victoria Civil and Administrative Tribunal, 2007)","Case","AUS","Australia","Australia","[2007] VCAT 363","Applicants challenged a permit in Australia state court for the development of levees and bunds to protect the coastal area from sea level rise. The applicants asserted that the proposal (1) would not benefit the public because the levees were being built to satisfy a condition to a permit for a proposed retirement village development; and (2) did not respect the value of the coastal environment. The court found the levees would benefit the public; however, it set aside the permit because the impacts on the dune system were not adequately considered and did not sufficiently address flood risks to outweigh those concerns.","","Adaptation","","Challenge construction permit for levees.","Published",""
"7040","Lester v. Minister for Planning and Infrastructure (Land and Environment Court New South Wales, 2011)","Case","AUS","Australia","Australia","[2011] NSWLEC 213","Applicant challenged the Planning Assessment Commission's approval of a coal mining project on a number of grounds under the Environmental Planning and Assessment Act 1979. The applicant alleged that the Commission's decision was unreasonable because it was based on erroneous calculations of greenhouse gas emissions submitted in the application. Finding that the application had no merit, the court dismissed the application and ordered the applicant to pay the respondents' costs.","","Mitigation","","Challenge coal mining project","Published",""
"7039","Kennedy (on behalf of Sandon Point Aboriginal Tent Embassy) v. Minister for Planning (NSW) (Land and Environment Court of New South Wales, 2010)","Case","AUS","Australia","Australia","[2010] NSWLEC 129","Roy ""Dootch"" Kennedy challenged the Minister for Planning's approval of Stockland's construction proposal. Kennedy objected to the Minister's approval on four grounds under the Environmental Planning and Assessment Act: (1) the approval for the proposal was outside the Minister's power because Stockland had made donations to the Labor Party of which the Minister was a member; (2) the rights and impacts on aboriginal people had not been sufficiently considered; (3) the assessment of the archaeological viability of the site was not adequate; and (4) potential flooding and extreme weather events caused by climate change had to be more thoroughly examined. The court held that all aspects of the Environmental Planning and Assessment Act had been upheld by the Minister in approving the proposal.","","Adaptation","","Challenge to approval given by Minister for Planning for construction proposal on grounds that procedure did not follow Environmental Planning and Assessment Act","Published",""
"7038","Kala Developments Pty. Ltd. v. Surf Coast Shire Council (Victorian Civil and Administrative Tribunal, 2010 & 2011)","Case","AUS","Australia","Australia","[2010] VCAT 2106; [2011] VCAT 513","The Surf Coast Shire Council proposed to amend Kala Developments Pty Ltd's coastal development permit to better suit the impacts of climate change.  At the first mediation, both parties agreed that Kala Developments would complete a coastal hazard vulnerability assessment prior to further deliberation.  The Tribunal held that in the principles of natural justice required that the respondent and all objectors be given an opportunity to give their views on the proposed amendments, in the light of the information contained in the information contained in the coastal hazard vulnerability assessment.
 At a later hearing on the merits of the proposed amendments to the planning permit, the Tribunal found that the flood barrier system which the developer proposed to construct would be sufficient to address the risk of sea level rise at the site.","","Adaptation","","Application to amend a coastal development permit to address the impacts of climate change","Published",""
"7037","Ison v. Richmond Valley Council (New South Wales Land and Environment Court, 2012)","Case","AUS","Australia","Australia","[2012] NSWLEC 1167","Applicant appealed the refusal of a planning permit for a development project. The Australian state court dismissed the appeal reasoning that the proposed development would not be consistent with the Richmond Valley Local Environmental Plan 2012 because it would not ensure adequate safety from flood risks. In accordance with the plan, flood levels were determined taking into account the effects of climate change.","","Adaptation","","To challenge rejection of planning permit","Published",""
"7036","Ironstone Community Action Group Inc. v. NSW Minister for Planning and Duralie Coal Pty. Ltd. (New South Wales Land and Environment Court, 2011)","Case","AUS","Australia","Australia","[2011] NSWLEC 195","Plaintiff challenged the extension of an existing coal mine due to its negative effects on biodiversity, water quality, threatened species, and health.  Specifically, the Giant Barred Frog, a threatened species, would be negatively impacted through habitat destruction and the mine's direct contribution to climate change. The Australia state court re-approved the extension, but under the condition that the defendant prepare and implement a Biodiversity Management Plan for the project.","","Mitigation","","To challenge the approval of an extension to an existing coal mine.","Published",""
"7035","Hunter Community Environment Centre Inc. v. Minister for Planning and Delta Electricity (Land and Environment Court of New South Wales, 2012)","Case","AUS","Australia","Australia","[2012] NSWLEC 195","Hunter Community Environment Centre Inc challenged the Minister for Planning's approval of the refurbishment of a coal-fired power plant proposed by Delta Electricity. While several grounds of appeal were raised in submissions by the applicant, only two were pursued during the hearing.  The first of these grounds for review was an alleged a failure to comply with s 75I(2)(g) of the Environmental Planning and Assessment Act 1979 (NSW) which requires the Director-General's report to the Minister to include a statement relating to compliance with environmental assessment requirements. Secondly, the Applicant alleged that the statement of compliance in that report was misleading in relation to fly ash disposal measures. The Court dismissed both alleged grounds of review. In relation to the first ground, the Court disagreed with the applicant's interpretation of the relevant statutory provision.  In relation to the second, the Court noted that the Minister had imposed a condition on the project relating to the disposal of fly ash and that his consideration of the issue had been sufficient.","","Mitigation","","Challenge to government approval of coal-fired power plant","Published",""
"7034","Haughton v. Minister for Department of Planning & Others (Land and Environment Court of New South Wales, 2011)","Case","AUS","Australia","Australia","[2011] NSWLEC 217","Ned Haughton challenged the approval granted by the Minister for Planning for two coal-fired power plants.  The challenge was on the grounds that: (1) the Minister erroneously approved the plants on the basis that they were critical infrastructure projects; (2) the Minister had not fully considered the principles of ecologically sustainable development; and (3) the Minister had not considered the impact of the projects on climate change, which was required of him based on his duty to protect the public interest.  While the Court upheld the standing of Mr. Haughton to bring the case, it dismissed his substantive claims on the basis that the decisions had been made within the power given to the Minister under Part 3A of the Environmental Planning and Assessment  Act 1979 (NSW).  Justice Craig emphasized that he could not review the merits of the Minister's decision, and could only consider its legality.  He concluded that the statute allowed the Minister to weigh competing considerations as he saw fit when determining what was in the public interest.","","Mitigation","","Challenge to government approval of two coal-fired power plants","Published",""
"7033","Ground Crew at Turramurra v. Ku-ring-gai Council (New South Wales Land and Environment Court, 2008)","Case","AUS","Australia","Australia","[2008] NSWLEC 86","Applicant appealed the denial of a permit for a residential development due to risk of fire. In denying the permit, the local council cited climate change as one of the five issues contributing to the risk of fire. In dismissing the appeal, the court reported that it did not weigh increased risks of fire due to climate change heavily.","","Adaptation","","Appeal of denial of a planning permit due to risk of fire","Published",""
"7032","Greenpeace Australia Ltd v. Redbank Power Co. (Land and Environment Court of New South Wales, 1994)","Case","AUS","Australia","Australia","[1994] 86 LGERA 143","<div>An Australian state court upheld a state council decision granting development consent for the construction of a power station. Greenpeace asserted that air emissions from the power station would exacerbate the greenhouse effect. Applying the precautionary principle, Greenpeace argued that the court should refuse development consent for the project. The court held that although application of the precautionary principle dictates a cautious approach in determining whether or not development consent should be granted, the principle does not require that the greenhouse gas issue outweigh all other issues.</div>","","Mitigation","","<div>Challenge to state council decision granting development consent for a power station</div>","Published",""
"7031","Gray v. Minister for Planning (Land and Environment Court of New South Wales, 2006)","Case","AUS","Australia","Australia","[2006] NSWLEC 720","<div>An Australian federal court rejected an environmental impact assessment (EIA) prepared as part of a development approval process for a large open-cut coal mine at Anvil Hill. Coal from the proposed mine is destined for use in coal-fired power stations in Australia and overseas. The proponents of the project failed to consider the potential greenhouse gas (GHG) emissions from the burning of coal by third parties. The court held that for projects with the potential to directly or indirectly contribute to GHG emissions, the climate change impacts of the proposal should be properly considered and assessed under the Environmental Planning and Assessment Act 1979. It is not sufficient to simply raise the climate change issue in the EIA; the proponent of the project must attempt precise quantifications.</div>","","Mitigation","","<div>Challenge to the adequacy of an environmental impact statement prepared for a large coal mine</div>","Published",""
"7030","Gippsland Coastal Board v. South Gippsland Shire Council (Victorian Civil and Administrative Tribunal, 2008)","Case","AUS","Australia","Australia","[2008] VCAT 1545","An Australian tribunal overturned a local council decision granting consent for residential developments in a coastal region.  A regional coastal board, set up under the Victorian Coastal Management Act 1995, challenged the council decision, arguing that the proposed developments were inappropriate in light of projected sea level rises as a result of climate change.  The tribunal applied the precautionary principle, finding that sea level rise and more extreme weather conditions resulting from climate change presented a reasonably foreseeable risk of inundation of the site, and determined that development consent should not be granted.","","Adaptation","","Challenge to local council grant of residential development consent","Published",""
"7029","Environment Victoria Inc. v. Department of Primary Industries (Victorian Civil and Administrative Tribunal, January 15, 2013)","Case","AUS","Australia","Australia","[2013] VCAT 39","The applicant, an NGO, submitted a request  to the respondent under the Freedom of Information Act 1982 (Cth) (FOIA) for documents relating to: the possible allocation of new licenses to mine brown coal in the Latrobe Valley; reductions to the premium solar feed-in tariff paid to consumers who contribute electricity to the power grid from solar panels; and changes to the planning controls over wind farms. The Department failed to respond to the request within 45 days (as required by the Act). After proceedings were commenced, some documents were produced and issues in dispute were eventually narrowed to four particular documents.  Three of these documents related to allocation of licenses to mine coal, and the fourth related to the premium feed-in tariff scheme.  In withholding these documents, the Department relied on an exception to FOIA which protects cabinet documents (for the three coal related documents), and an exception which protects internal working documents (in relation to all four documents). The Tribunal held that, with the exception of an introductory portion of one document, that the three coal license related documents were protected by the exception for internal working documents, as they had been prepared in order to brief the Minister on issues ""of the utmost importance to Victorians.""  The high level nature of the briefing documents, and the sensitivity of the issues involved, were considerations that weighed against their release under FOIA.  The document relating to the premium feed-in tariff scheme was held not to be protected by any of the exceptions.","","Mitigation","","Application for access to information relating to coal licenses and a feed-in tariff scheme","Published",""
"7028","Edmond Golf Pty. Ltd. v. Frankston City Council (Victorian Civil and Administrative Tribunal, 2010)","Case","AUS","Australia","Australia","[2010] VCAT 1183","Applicant challenged the denial of a planning permit application to construct an apartment building in an Australian state court. The County's planning scheme requires plans to take into account sea level rise and other coastal hazards associated with climate change. The court found that no assessment was necessary because the flood risks were low. Based on this and other non-climate issues, the court granted the permit subject to conditions including stormwater drainage requirements.","","Adaptation","","Seeks approval of building permit","Published",""
"7027","Dual Gas Pty. Ltd. & Others v. Environment Protection Authority (Victoria Civil and Administrative Tribunal, 2012)","Case","AUS","Australia","Australia","[2012] VCAT 308","The EPA issued a works approval to Dual Gas for a 300 MWe power station for the development of a project involving new power generation technology from coal and natural gas. Four objectors challenged the approval in an Australia state court, including Environment Victoria, which asserted that the project would be inconsistent with Victoria's State Environment Protection Policy (SEPP). Dual Gas challenged the objectors standing, sought review of conditions on the works approval requiring a specific level of operation efficiency, SO2 capture, and noise attenuation, and sought to reinstate the originally proposed generating capacity of 600 MWe. The court found that three of the four objectors had standing because they had interests that would be affected by the project. However, the court rejected their challenges finding that the project was consistent with ‘best practices' requirements and the general goals of the SEPP. The court granted Dual Gas's application and raised the capacity to 600 Mwe, but refused to remove the conditions.","","Mitigation","","Proposal for power generation facility","Published",""
"7026","Drake-Brockman v. Minister for Planning (Land and Environment Court of New South Wales, 2007)","Case","AUS","Australia","Australia","[2007] NSWLEC 490","<div>An Australian state court upheld a state agency decision to approve a concept plan for a mixed-use development project. Applicant challenged the agency decision on three grounds, including the agency's failure to consider ecologically sustainable development (ESD) principles in approving the concept plan under the Envrionmental Planning and Assessment Act 1979. The court held that the agency had considered ESD principles and greenhouse gas emissions when approving the project. A quantitative assessment of GHG emissions was not necessary in this particular case and is not required for every major project.</div>","","Mitigation","","<div>Challenge to state agency decision approving a concept plan for a mixed-use development project</div>","Published",""
"7025","Director of Public Prosecutions v. Fraser and O'Donnell (Supreme Court of New South Wales, Common Law Division, 2008)","Case","AUS","Australia","Australia","[2008] NSWSC 244","<div>On 24 September 2007, two environmental activists associated with Greenpeace trespassed into a coal loader owned by Port Waratah Coal Services and halted the operation of the conveyor belt for almost two hours at a cost of approximately $27,000. Police arrested and charged the activists for ""maliciously damaging property"" under section 195 (1) of the Crimes Act 1900. The prosecutor and counsel for the defendants questioned the meaning of ""damages"" as it appeared in section 195 and whether the defendants' actions applied. The magistrate ruled that there were two sorts of damages (physical and monetary) and that the defendants could only be charged for monetary damage, which would constitute a civil crime, not a criminal one. He proceeded to dismiss the charge.</div>","","Mitigation","","<div>Criminal suit against protestors for causing damage to property</div>","Published",""
"7024","David Kettle Consulting v. Gosford City Council (New South Wales Land and Environment Court, 2008)","Case","AUS","Australia","Australia","[2008] NSWLEC 1385","Coca-Cola Amatil (Aust) appealed the conditions placed on a permit for water extraction at a water bottling plant, which restricted the rate of extraction and total extraction levels. The court granted the permit without the conditions through 2011. Taking into account the impacts of climate change on rainfall, the court suggested that the extraction rates and levels should be reevaluated in 2011 using more timely data.","","Adaptation","","Challenge of permit conditions for water extraction","Published",""
"7023","Copley v. Logan City Council & Anor (Queensland Planning and Environment Court, 2012)","Case","AUS","Australia","Australia","[2012] QPEC 39","Copley challenged Logan City Council's approval of a development application in an Australian state court asserting that the proposed homes violated the Local Government (Planning and Environment) Act of 1990 because they were impermissibly susceptible to flooding due to the impacts of climate change. The applicants motioned to strike the challenge. The judge denied the motion and permitted a substantive hearing on the issue.","","Adaptation","","Challenged of approval of a development application","Published",""
"7022","Clean Energy Regulator v. MT Solar Pty. Ltd. (Federal Court of Australia, 2013)","Case","AUS","Australia","Australia","[2013] FCA 205","This case concerned the penalties to be imposed on an unlicensed electrician, the company which employed him to install solar panels and other related parties.  As the electrician did not have the appropriate accreditation to install the solar panels, the company was not entitled to claim Renewable Energy Certificates (RECs) under the Renewable Energy (Electricity) Act 2000 (Cth).  The federal authority in charge of administering the issuance of RECs, the Clean Energy Regulator, sought civil penalties against the respondents for contravening the Act by providing false information as to the qualifications of the electrician. In discussing the factual background to the case, Justice Foster noted that a state government feed-in tariff offered for renewable energy projects had created significant market pressure for projects to be delivered quickly (the tariff was only available through 2016), and that there had been a shortage of qualified electricians to meet the demand.","","Mitigation","","To impose penalties for providing false information to the government regarding the installation of solar panels and claiming of Renewable Energy Certificates","Published",""
"7021","Carey v. Murrindindi Shire Council (Victorian Civil and Administrative Tribunal, 2011)","Case","AUS","Australia","Australia","[2011] VCAT 76","<div>At issue in this case was a proposal to build a community hall in an area that was badly burnt by bushfires in February 2009. Citizens objected to the proposal and appealed the Council's decision to grant a permit for the building due to the fire risks associated with the proposal. The Victorian Civil and Administrative Tribunal relied upon the strong community need for the community hall but nevertheless recognized that a prudent approach was needed and that climate change predictions suggested that Victoria would experience more extreme fires in the future. Accordingly, the Tribunal dealt with the risk of loss of life with respect to bushfire risks by imposing conditions on the permit ensuring that the loss of life risks were reduced to a manageable level. For instance, the Tribunal stated that the community hall could not be occupied until an Emergency Management Plan had been prepared by the permit holder.</div>","Buildings","Adaptation","Wildfire","<div>Consideration of application for a permit to build a community hall in an area with a high risk of bushfire</div>","Published",""
"7020","Campbell & Others v. Mornington Peninsula Shire Council (Victoria Civil and Administrative Tribunal, 2010)","Case","AUS","Australia","Australia","[2010] VCAT 1457","Applicants challenged a redevelopment proposal because of failure to conduct a coastal hazard vulnerability assessment, among other concerns. While affirming the importance of taking a cautious approach to coastal vulnerability issues, an Australian state court found, based on expert testimony, that the proposal did not present any unreasonable coastal vulnerability issues. The court affirmed the local council's approval of the permit subject to certain conditions, including drainage requirements.","","Adaptation","","Challenge of approval of construction permit","Published",""
